uid,shard,migration_ts,migrated_status
z8XuMRZwrLhTZG65XJkQFHjUIKe2,1,1679390885003,success
dbTpywpMcFdwpUhGpaogCzytFgm1,1,1679390940286,success
XMF1rd7hBvhtAAeN2DTlaAZ7XI52,1,1679391021138,success
f2DQmZShJTPLseJ35LbTPanwFTp1,1,1679391029621,success
QkSbP73wBlZHEtVYJUhgO6XwDn73,1,1679391075132,success
fNb8SKecDEh6l4kEtkrks7ilBMu1,1,1679391080356,success
Ox4qGwi3Y4YRjTCjMaKpNopXmSC2,1,1679391172785,success
e17m53LNYYTELEvbz5YXL5B4WHw1,1,1679391274265,success
LAlNLwjWqLUcQZZuAU4QS1xq8Jg2,1,1679391312812,success
INnsIXI6pzedMySXd5egxiOvVZG3,1,1679391325758,success
xbsjMBRBpqXa615FE2o9joCfjx62,1,1679391369243,success
swRr4EpAcpRopk7KyEEX8qVGg0o1,1,1679391379425,success
JvlbxktU5VZR4kNCqlntW3NrSiz2,1,1679391519702,success
568kMye67fMZOReezGU33I0ekkf1,1,1679391522115,success
AyiPWjr92pfbTE6Nk65wV92vJZQ2,1,1679391607239,success
hgN0fIwIEYXxp7CL7uFW6a43beo1,1,1679391627205,success
MZR0dqiwhuN8nZun5AiDvfhC8Tz1,1,1679391629524,success
QVFxCqyRAjUgh2vEvSlo0lyihrx1,1,1679391642801,success
Mp6aZW4kppXh1SMXDeOq7vjWxe62,1,1679391702999,success
oJyBOq7GRreXxA3zYtFiFTEs6BC3,1,1679391711882,success
DgN4ZwtezSVXaSx66nEtq66fwIJ3,1,1679391741696,success
6vW1jCn2UbTVcLss8GkE6XziSVb2,1,1679391779144,success
dDhFf6tq2iZXLAgRGF2dTtwZjwt2,1,1679391837272,success
FJHgdTeJj6aEYpEKqezE0PWVzaY2,1,1679391911508,success
EuX3AWpHILh12d9TLWF7qABA41T2,1,1679391920348,success
8fSFbX0wM2dnYTxf02td8Iff8Ds2,1,1679392024014,success
WC0XIg98x8TRBntWVL0yHmyx3562,1,1679392152775,success
AVN3SPGGXwfaWiD4qcCGDxkSKWk2,1,1679392168627,success
PPrx6gcy04bBrMKEX553Rwc1Yjp1,1,1679392252366,success
56E18m8bhcQV2KAvsGiSiYKeIDb2,1,1679392274589,success
LWwuCik1X0deaLqqXU4kvuvMQhA3,1,1679392275581,success
zGnlepxDlwZWKavWTaAk9mpZ5lD3,1,1679392288130,success
NfeUMayYsjPum3NtvnDkbjZi2U12,1,1679392320595,success
VWGSv4ZVE2gXZuLs9NmXd8ku7wI3,1,1679392368532,success
zUXB1CztticKpCWWIv2PuviRauK2,1,1679392448563,success
N0DFeyzr59eHlXgQg93G8kOoKo13,1,1679392485654,success
5M6FaPpBrlbw9E6sdxuS05gOGY53,1,1679392559646,success
0mFojUFBhIb2tLAbT9qjJwhmJNp2,1,1679392582916,success
tC1hFilbQ6ZIwMnkaS6VjXGdMIh1,1,1679392703721,success
ef6a9aLoOhNI4KtvQ7m7w8mpQLZ2,1,1679392796563,success
XK9Yp4o3n5ZLXi84ymG92Nc2BQv1,1,1679392820139,success
HW8H7Whw8eVXL7lHbQWQ9N4i80U2,1,1679392849043,success
Buf4bYP1zfQNH9NQ349zXaYoxei1,1,1679392859534,success
MdL3gU5m1kWQRaBNtvH4c3EvR292,1,1679392863512,success
ALRaDb15cybzt6ub9NpZNMzEZoe2,1,1679392924352,success
2ufWuSFty4SlAFk1eBpeGH3tbkb2,1,1679392967186,success
RfxMapW5OGfi76s175EF2UoqiCd2,1,1679392972927,success
55Vm4MTcMvbXXXscUeQUWS3Xtf33,1,1679392979790,success
qYuDvIgQ4UXLTlDEMwsDJDFNe6B2,1,1679393081506,success
KUtLBgz8P2VGKiygCFhugdPsYbV2,1,1679393101493,success
5b4KcMMkqRPomfDQ5qOfGE2fafj2,1,1679393127702,success
vrTIzgDD91SQYVoFrEHN3G0fKTz2,1,1679393164137,success
C1Tud911QiVyNWiuSt87ug05u8n1,1,1679393216471,success
y00dsWLOlIZlXX8fNjXrQNUFfCO2,1,1679393216526,success
jXF33KVxNZPH9EXxYBvmEoBHpOI2,1,1679393226328,success
RHUMvrabSxe6stagQofiRjyxtzh1,1,1679393265675,success
xVSGUFrpjXOXyCZo16BIkaAcWco2,1,1679393272119,success
zMMfKOqLngfKFKPtZXNwa7vR3W02,1,1679393272300,success
jwSOIelWqfWqn31gQOLnJ1GyM5p2,1,1679393279541,success
GAEoY6cFrcVb90kgvoQeS4wiXuw2,1,1679393297878,success
yGpxtp53FxRjOlJhC2Gvg1fKnFw2,1,1679393311304,success
kMG1XhyewDV0yfApy4CnX3rbIBZ2,1,1679393328850,success
UOw6JTr1mjX5NppO0tvnZiN5lzD2,1,1679393332212,success
ZyDvGNRLoxd6SccanSysq7t5F9p2,1,1679393411476,success
292BUDvED0Mu7de5u9bEelIwthj1,1,1679393445379,success
WCEbilAbdghj5Le8pCnLAbp9nel2,1,1679393478623,success
eyrMNRAHhSgNgXc0hiscK9OqzMO2,1,1679393489873,success
DRHVXJtGK3XZkc1TlltQfPTyNBI3,1,1679393490092,success
xOqztQzva1d55oqqo3u0ZsxXsmz1,1,1679393635242,success
fDKAtbdljZhU6Ljg4GPyCJVKKzM2,1,1679393673854,success
UWMgjNDgOnNhKj7vdljQGoRxdUu1,1,1679393720105,success
Wtsf2cwOCnYZFm1J9QHOqJwWtni1,1,1679393738911,success
A3YD8XXUUnO01LQzv7t3HdDEsIW2,1,1679393762651,success
6dbqqzPuMTSDZ3HtHLFKcPTxOeq1,1,1679393817864,success
j2DFVJH3R1VeKrRfwtvErpa8vr63,1,1679393869669,success
jTmDIBVehUUkp7uvRMAIeAvseDH3,1,1679393871271,success
gUlUoxcqIVPi2XCUvU7ovktji0g2,1,1679393878373,success
Ahe6pQW8CSVoq3kS7a52UIFm1O43,1,1679393896946,success
QBg9KpPnoENpXGJemfnd5SgIsvG2,1,1679393948419,success
q88oJgqNNYTQnTajOo2HmG7wjRn2,1,1679393949198,success
cInCpYIN5sdNXXpTZR1Jh4Mh8U83,1,1679393978867,success
ypMVdP8treeMQN30ir1YhUxMIvh1,1,1679393980174,success
MhEtoTYp6fUZ7zekogQ5FrAtmSo2,1,1679393996781,success
tuJOwgIl5MU5Xy7msJZx73jWJpn2,1,1679394007733,success
qhAlJs0PP0bHx3jwudd440iQwNl1,1,1679394051235,success
y779iZ3xtYcfi9dmDDQAoz79qyg1,1,1679394085094,success
XuQhAzxsXleut9SuZ4AFK39kebL2,1,1679394102681,success
UI22yKWxJAUUtbnM7qMKEHRefTm1,1,1679394115801,success
PZKHpRv9H1ZVjlVPFNGO01E1YYT2,1,1679389078644,success
JvPGeJFyF8b7uj9sHhFVLAALRyA3,1,1679389079538,success
qxB4W8HK96QDZKpK9nvKI3sQJW03,1,1679389084190,success
BEwby9IZ17PXQt944xfgls0pYmq2,1,1679389085851,success
4aMKpcmaHJW9cLGSi73XjdoyiLz2,1,1679389085969,success
K6djgI0YLLhLPvlDOjGHIScWyHJ3,1,1679389090616,success
rza75DnewLbrLsUSwgeKqyNTuM02,1,1679389095758,success
4JafG0I9DyQ6SB0yRSow25Ki7PE3,1,1679389100422,success
VT1kHi07rtTMa6lDG1vOYEpGUU13,1,1679389103695,success
A17UX1sMXOT8kbt1VL2aX5eXkR53,1,1679389105567,success
NUglgSO08bOn0dR9WZFSyjB9ZH22,1,1679389106580,success
Qa79c52YINZUaUPOfWXVNZieQ3B2,1,1679389107688,success
ithrbdUakzQrLcJ3qSEyfjCb5I43,1,1679389108901,success
Y5ngtqOIKxgG14NZl108rE3EDXz1,1,1679389114698,success
BfYvgKXfOcSnD8DuEXQdSSJAdf32,1,1679389118199,success
xngNM6ythCbfJ94oGbzaT51bfVH2,1,1679389138439,success
Y2fPkleXiqNR5Irgptjutj8IyFQ2,1,1679389145799,success
1YA1JMfyJWXp0gaotNRiphuDy3B2,1,1679389162454,success
mUWfv3KuxVSzgMVtfaJjiFEuSHr2,1,1679389167804,success
8M8qmWITHzfGuM1toYH8kjWpDwo2,1,1679389169149,success
KmH2OJftmvQPWJIql3DzASMgloO2,1,1679389176121,success
Xti5UVPoS6f95SFmZTXIZnNAdOg1,1,1679389176606,success
iBEhkCrdNmhyVY5lFC70nC25Mom2,1,1679389178196,success
xKJB4ueGg1ZE13GIB06DLF8qnSl2,1,1679389178371,success
mQ9U6ijmFJfdlfEYMGlqDOokT6i2,1,1679389185610,success
scj2CyIs0sNZ6CnohYYn8wsMlVk1,1,1679389188647,success
6kIIYgsUf6R5KgKZmay09079u9C2,1,1679389190641,success
UwFZv7tzDYOap71u7hGX58crAJe2,1,1679389194618,success
d9gcgnDrZCRFtZ4fcZxm6nOmEdk1,1,1679389197793,success
bW3vV59J5PPBq8YgQaTLCAlVV703,1,1679389203664,success
JyjUOrZ5weMFdzPOpPGejKfOsnt1,1,1679389205033,success
r7ccZ7FHH9UyFRAF6Qppi36H5Pw2,1,1679389205240,success
GXkcoPNEZEYFwupTQWU2rcV9Lr73,1,1679389207176,success
8dNcvUlTmRWfz6hCRj1mDz80xgg2,1,1679389207370,success
H15B21suDBcnBdDNB28p3csyNc22,1,1679389207492,success
Xts7qtTk12hJErF3OtsP5HUMZeB2,1,1679389210994,success
yBRkxGAZT6UjP6h1MOIR69mv6rN2,1,1679389223054,success
ogwd79ZXpwY5TEcyJ8MsxPvGX2y1,1,1679389224730,success
ydBLfMoi1LcoorrR096MdoKUNGx2,1,1679389225927,success
l0SkX9QsS4bP14MInBVP5NKSnqE3,1,1679389235523,success
Kvpge18mfeR9HhxQOELztTk0ZHK2,1,1679389236582,success
hBkURftv94TyAsSgDB3zxT15rAD2,1,1679389236720,success
